Amount,Date,Manufacturer,Material,Recycled %,SOURCE,Subcontractor,Supplier,Unit
0.484,2018-02-28 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Metals (17 04 07),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
19.1,2018-02-07 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
1.5,2018-02-06 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
1.2,2018-02-02 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
3.192,2018-02-02 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
2.14,2018-01-31 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
5.327,2018-01-31 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Plastics (17 02 03),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.926,2018-01-31 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Packaging (15 01 06),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
17.731,2018-01-31 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Inert (17 01 07),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1,2018-01-31 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Metals (17 04 07),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
9.486,2018-01-31 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.531,2018-01-30 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
4.036,2018-01-26 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
3.026,2018-01-19 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
3.531,2018-01-15 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
1.688,2018-01-12 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),100,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
3.424,2018-01-08 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Derry Building Services,Brewsters Waste Management Ltd,Tonnes
1.958,2018-01-08 00:00:00,EMR (Canning Town),Mixed (17 09 04),100,Waste,Derry Building Services,EMR Skip hire,Tonnes
3.7,2018-01-05 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),100,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
3.424,2018-01-05 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Derry Building Services,Brewsters Waste Management Ltd,Tonnes
1.958,2018-01-05 00:00:00,EMR (Canning Town),Mixed (17 09 04),100,Waste,Derry Building Services,EMR Skip hire,Tonnes
1.958,2018-01-04 00:00:00,EMR (Canning Town),Mixed (17 09 04),100,Waste,Derry Building Services,EMR Skip hire,Tonnes
0,2017-12-22 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-12-21 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.424,2017-12-21 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Derry Building Services,Brewsters Waste Management Ltd,Tonnes
1.958,2017-12-21 00:00:00,EMR (Wandsworth),Mixed (17 09 04),95,Waste,Derry Building Services,EMR Skip hire,Tonnes
1.958,2017-12-21 00:00:00,EMR (Wandsworth),Mixed (17 09 04),95,Waste,Derry Building Services,EMR Skip hire,Tonnes
0,2017-12-20 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.424,2017-12-20 00:00:00,EMR (Wandsworth),Mixed (17 09 04),95,Waste,Derry Building Services,EMR Skip hire,Tonnes
1.958,2017-12-20 00:00:00,EMR (Canning Town),Mixed (17 09 04),100,Waste,Derry Building Services,EMR Skip hire,Tonnes
0,2017-12-19 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.424,2017-12-19 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Derry Building Services,Brewsters Waste Management Ltd,Tonnes
1.958,2017-12-19 00:00:00,EMR (Canning Town),Mixed (17 09 04),100,Waste,Derry Building Services,EMR Skip hire,Tonnes
0,2017-12-18 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-12-18 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.424,2017-12-18 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Derry Building Services,Brewsters Waste Management Ltd,Tonnes
1.958,2017-12-18 00:00:00,EMR (Canning Town),Mixed (17 09 04),100,Waste,Derry Building Services,EMR Skip hire,Tonnes
1.958,2017-12-18 00:00:00,EMR (Canning Town),Mixed (17 09 04),100,Waste,Derry Building Services,EMR Skip hire,Tonnes
0,2017-12-16 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.531,2017-12-15 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
0,2017-12-14 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-12-13 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.424,2017-12-12 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Derry Building Services,Brewsters Waste Management Ltd,Tonnes
1.958,2017-12-12 00:00:00,EMR (Wandsworth),Mixed (17 09 04),95,Waste,Derry Building Services,EMR Skip hire,Tonnes
0,2017-12-12 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-12-11 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),100,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-12-11 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
5.61,2017-12-08 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),100,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-12-08 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-12-07 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
2.035,2017-12-06 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.578,2017-12-06 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Plastics (17 02 03),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.308,2017-12-06 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Packaging (15 01 06),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
7.401,2017-12-06 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.457,2017-12-06 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Metals (17 04 07),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
2.9,2017-12-05 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.5,2017-12-04 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Soils (17 05 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
20.1,2017-12-01 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Inert (17 01 07),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-30 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-29 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-28 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-27 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.76,2017-11-27 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-11-24 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-23 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-22 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-20 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-17 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-16 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-15 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
2.562,2017-11-15 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-11-14 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-13 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-10 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-09 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-08 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-07 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-06 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-11-04 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.54,2017-11-03 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.64,2017-11-02 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Soils (17 05 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
9.68,2017-11-01 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0.278,2017-11-01 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Plastics (17 02 03),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.167,2017-11-01 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Packaging (15 01 06),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
8.788,2017-11-01 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Concrete (17 01 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
2.668,2017-11-01 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
5.319,2017-11-01 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Inert (17 01 07),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-31 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-30 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-28 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Concrete (17 01 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-26 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-25 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-24 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.2,2017-10-24 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
0,2017-10-23 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-20 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-19 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-18 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-17 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-16 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-14 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-13 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.958,2017-10-12 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-10-12 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-11 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
21.44,2017-10-11 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-10-10 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.4,2017-10-10 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
1.958,2017-10-10 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-10-09 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.958,2017-10-09 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-10-07 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-06 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-10-05 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.276,2017-10-04 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.418,2017-10-04 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Plastics (17 02 03),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.251,2017-10-04 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Packaging (15 01 06),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
8.542,2017-10-04 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Concrete (17 01 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.34,2017-10-04 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
12.124,2017-10-04 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Inert (17 01 07),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.4,2017-10-04 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
2.2,2017-10-03 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Soils (17 05 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0.297,2017-10-02 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
3.653,2017-10-02 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Bricks (17 01 02),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
15,2017-09-30 00:00:00,Brewsters Waste Management Ltd,Mixed (17 09 04),98,Waste,Mace Logistics,Brewsters Waste Management Ltd,Tonnes
0,2017-09-30 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-29 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-28 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-27 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-26 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-25 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-23 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-14 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-13 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-12 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-11 00:00:00,O'Donovan Waste Disposal Ltd (Alperton Lane ),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-08 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
1.4,2017-09-08 00:00:00,St Albans Wood Recycling CIC,Timber (17 02 01),100,Waste,J. Coffey Construction Ltd,St Albans Wood Recycling CIC,Tonnes
0,2017-09-07 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-07 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
0,2017-09-05 00:00:00,O'Donovan Waste Disposal Ltd (Markfield Road),Mixed (17 09 04),100,Waste,J. Coffey Construction Ltd,O'Donovan (Waste Disposal) Ltd,Tonnes
